CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / ERROMANGO (=EROMANGA),ISOLATED VOLCANIC CONE TO THE NORTH OF THE TROUGH,-18.531,-18.54,169.5716,169.58,SAQ,-750.0,-910.0,s_ERR25M2 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,50.3,0.94,,16.84,,1.85,9.45,,10.55,5.91,0.16,,0.62,2.47,0.15,,-0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,,368.0,40.0,,,40.2,33.0,,,,,1.5,,,10.8,606.0,20.0,42.0,1.2,,,,,,,,,0.08,,,0.35,168.0,5.8,15.0,,10.0,2.8,0.95,,0.51,3.2,,2.1,,1.9,,1.4,0.13,,,,,,,,,,,0.71,0.25,,,,,,,,,,,,,,,,,,,,,,,,,111068.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / ERROMANGO (=EROMANGA),WESTERN SCARP OF NORTHWESTERN TERMINATION (TOP),-18.7966,-18.7983,169.585,169.585,SAQ,-900.0,-1420.0,s_ERR24M6 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,51.3,0.79,,18.13,,1.5,7.66,,10.58,4.31,0.16,,0.85,2.85,0.1,,0.72,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,58.0,,,24.0,24.0,,,,,,,,10.0,410.0,33.0,43.0,1.3,,,,,,,,,,,,,283.0,6.4,14.0,,12.0,,1.3,,,4.4,,2.7,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111070.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / ERROMANGO (=EROMANGA),WESTERN SCARP OF NORTHWESTERN TERMINATION (TOP),-18.7966,-18.7983,169.585,169.585,SAQ,-900.0,-1420.0,s_ERR24M4 [4890],ANDESITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,52.5,0.6,,14.8,,1.55,7.9,,10.33,7.21,0.14,,0.83,2.42,0.1,,0.12,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,255.0,256.0,,,37.4,75.0,,,,,1.9,,,12.8,424.0,,54.0,,,,,,,,,,0.12,,,0.55,218.0,3.7,6.9,,,2.0,0.7,,,0.4,,,,2.1,,1.4,0.065,,,,,,,,,,,0.55,0.27,,,,,,,,,,,,,,,,,,,,,,,,,111071.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / ERROMANGO (=EROMANGA),WESTERN SCARP OF NORTHWESTERN TERMINATION (TOP),-18.7966,-18.7983,169.585,169.585,SAQ,-900.0,-1420.0,s_ERR24M3 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,65.0,0.62,,14.6,,0.98,5.0,,3.6,1.11,0.14,,2.96,4.19,0.25,,0.92,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,,35.0,,,,9.3,0.9,,,,,6.9,,,49.4,244.0,38.0,153.0,3.4,,,,,,,,,0.47,,,2.2,626.0,12.5,28.0,,19.0,4.6,1.25,,0.84,5.8,,3.8,,3.9,,4.7,0.25,,,,,,,,,,,2.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,111072.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,SOUTHEASTERN SCARP OF THE TROUGH (TOP),-19.77,-19.77,170.3183,170.3433,SAQ,,,s_FUT19M1 [4890],BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,50.0,1.0,,14.9,,1.21,6.16,,10.46,9.62,0.24,,0.83,2.29,0.25,,1.12,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,231.0,943.0,,,39.2,324.0,,,,,0.9,,,12.2,789.0,18.5,68.0,6.3,,,,,,,,,0.1,,,0.36,106.0,9.2,19.5,,12.0,2.8,1.0,,0.45,3.1,,2.0,,1.6,,1.8,0.46,,,,,,,,,,,0.85,0.32,,,,,,,,,,,,,,,,,,,,,,,,,111073.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,SMALL SOUTHERN RELIEF ON THE TROUGH BOTTOM,-19.9016,-19.925,170.2833,170.31,SAQ,-3150.0,-3280.0,s_FUT21M7 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,50.2,0.5,,13.16,,1.44,7.37,,11.58,10.66,0.16,,0.32,1.73,0.08,,1.13,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,,216.0,574.0,,,47.0,146.0,,,,,0.6,,,4.8,321.0,14.0,30.0,1.5,,,,,,,,,0.06,,,0.25,52.7,1.7,4.0,,3.0,1.1,0.5,,0.29,1.9,,1.4,,1.35,,1.0,0.043,,,,,,,,,,,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,111074.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,VOLCANIC CONE ON THE NW FLANK OF THE TROUGH,-19.4166,-19.4266,169.91,169.925,SAQ,-1000.0,-1400.0,s_FUT20M4 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,50.5,0.86,,18.3,,1.4,7.14,,11.48,4.52,0.16,,0.46,2.57,0.1,,1.59,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,279.0,22.0,,,30.0,32.0,,,,,0.6,,,5.8,336.0,19.0,37.0,1.0,,,,,,,,,0.04,,,0.17,110.0,3.3,9.0,,8.0,2.3,0.9,,0.44,2.9,,2.0,,1.75,,1.2,0.021,,,,,,,,,,,0.29,0.13,,,,,,,,,,,,,,,,,,,,,,,,,111075.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,SMALL SOUTHERN RELIEF ON THE TROUGH BOTTOM,-19.9016,-19.925,170.2833,170.31,SAQ,-3150.0,-3280.0,s_FUT21M1 [4890],CALC-ALKALI BASALT [4890],,,,CENOZOIC [4890],,,,,VOL,,,F,,WR [4890] ,50.75,0.64,,14.17,,1.45,7.39,,11.7,8.73,0.16,,0.96,1.92,0.3,,0.5,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,,361.0,400.0,,,39.9,100.0,,,,,,,,13.7,618.0,22.0,84.0,2.3,,,,,,,,,0.04,,,0.24,157.0,17.5,45.0,,32.0,6.7,2.0,,0.65,3.6,,2.2,,1.8,,2.1,0.091,,,,,,,,,,,1.09,0.8,,,,,,,,,,,,,,,,,,,,,,,,,111076.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,SOUTHEASTERN SCARP OF TROUGH (BASIS),-19.7966,-19.7966,170.275,170.275,SAQ,-2500.0,-3320.0,s_FUT16M1 [4890],BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,53.45,0.82,,14.72,,1.44,7.37,,6.71,4.57,0.18,,1.84,3.41,0.3,,1.99,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,225.0,59.0,,,28.1,30.0,,,,,1.1,,,19.4,547.0,28.0,109.0,5.2,,,,,,,,,0.14,,,0.48,339.0,16.0,34.0,,20.0,4.4,1.4,,4.2,2.8,,2.7,,3.1,,3.1,0.28,,,,,,,,,,,2.2,0.74,,,,,,,,,,,,,,,,,,,,,,,,,111077.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,SOUTHEASTERN SCARP OF THE TROUGH (MIDDLE),-19.78,-19.7933,170.2866,170.305,SAQ,-1550.0,-1750.0,s_FUT17M3 [4890],BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,54.1,0.68,,13.97,,1.34,6.85,,7.67,5.18,0.17,,1.64,3.19,0.3,,1.86,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,195.0,139.0,,,29.3,46.0,,,,,1.9,,,28.8,437.0,25.0,87.0,3.4,,,,,,,,,0.11,,,0.84,277.0,13.4,30.0,,17.0,4.1,1.2,,0.61,3.8,,2.6,,2.25,,2.5,0.22,,,,,,,,,,,1.76,0.79,,,,,,,,,,,,,,,,,,,,,,,,,111078.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,VOLCANIC CONE ON THE NW FLANK OF THE TROUGH,-19.4166,-19.4266,169.91,169.925,SAQ,-1000.0,-1400.0,s_FUT20M6 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,54.7,1.09,,19.46,,1.09,5.58,,8.68,2.98,0.13,,0.8,3.79,0.15,,0.1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,206.0,15.0,,,18.0,16.0,,,,,1.3,,,10.1,329.0,28.0,90.0,2.1,,,,,,,,,0.06,,,0.32,147.0,6.7,17.0,,13.0,3.6,1.3,,0.64,4.2,,2.7,,2.6,,2.4,0.13,,,,,,,,,,,0.71,0.29,,,,,,,,,,,,,,,,,,,,,,,,,111113.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,VOLCANIC CONE ON THE NW FLANK OF THE TROUGH,-19.4166,-19.4266,169.91,169.925,SAQ,-1000.0,-1400.0,s_FUT20M1 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,55.1,1.23,,17.6,,1.17,5.95,,8.32,4.79,0.14,,0.56,3.87,0.3,,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,60.0,,,23.0,26.0,,,,,,,,7.0,249.0,32.0,142.0,2.6,,,,,,,,,,,,,68.0,7.5,21.0,,15.0,,1.3,,,4.8,,3.4,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111114.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / FUTUNA,VOLCANIC CONE ON THE NW FLANK OF THE TROUGH,-19.4166,-19.4266,169.91,169.925,SAQ,-1000.0,-1400.0,s_FUT20M3 [4890],CALC-ALKALI BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,55.7,0.95,,17.3,,1.13,5.77,,8.3,4.56,0.14,,0.79,3.38,0.15,,0.5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,218.0,89.0,,,22.8,50.0,,,,,1.7,,,11.6,363.0,27.0,86.0,2.3,,,,,,,,,0.1,,,0.38,145.0,6.2,17.0,,12.0,3.5,1.15,,0.62,3.9,,2.7,,2.55,,2.2,0.13,,,,,,,,,,,0.55,0.3,,,,,,,,,,,,,,,,,,,,,,,,,111115.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4311 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,60.1,0.85,,14.35,,9.7,,,5.11,2.04,0.2,,2.28,4.23,0.42,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,150.0,2.0,,,20.0,4.0,,,,,,,,25.0,408.0,36.0,107.0,1.75,,,,,,,,,,,,,270.0,10.85,,,20.0,,1.55,,,5.5,,3.8,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111116.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4312 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,59.4,0.89,,15.16,,9.41,,,5.1,1.92,0.19,,2.44,4.73,0.45,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,150.0,3.0,,,19.0,5.0,,,,,,,,30.0,420.0,39.0,112.0,1.95,,,,,,,,,,,,,284.0,12.45,,,21.0,,1.65,,,6.1,,4.0,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111117.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4313 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,60.35,0.87,,14.7,,9.17,,,5.14,1.93,0.17,,2.35,4.47,0.42,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,160.0,5.0,,,19.0,5.0,,,,,,,,42.0,413.0,36.0,108.0,1.95,,,,,,,,,,,,,270.0,11.35,,,20.0,,1.5,,,5.4,,3.6,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111118.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4314 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,59.45,0.83,,13.95,,9.85,,,5.1,1.99,0.21,,2.37,4.17,0.41,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,157.0,3.0,,,20.0,5.0,,,,,,,,30.0,398.0,36.0,102.0,1.45,,,,,,,,,,,,,273.0,12.1,,,20.0,,1.7,,,5.7,,3.7,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111119.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4315 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,58.7,0.83,,14.09,,9.78,,,5.04,1.99,0.21,,2.04,4.34,0.43,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,150.0,3.0,,,19.0,5.0,,,,,,,,24.0,400.0,36.0,105.0,0.85,,,,,,,,,,,,,257.0,11.35,,,20.0,,1.5,,,5.5,,3.7,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111120.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4316 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,58.65,0.83,,13.95,,9.67,,,5.03,1.94,0.21,,2.15,4.3,0.4,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,153.0,3.0,,,20.0,5.0,,,,,,,,30.0,397.0,36.0,104.0,1.45,,,,,,,,,,,,,260.0,10.85,,,19.0,,1.45,,,5.5,,3.7,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111125.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA4318 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,58.6,0.82,,13.86,,9.6,,,4.96,1.95,0.21,,2.1,4.4,0.41,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,150.0,4.0,,,19.0,5.0,,,,,,,,32.0,390.0,35.0,102.0,1.5,,,,,,,,,,,,,260.0,10.7,,,20.0,,1.55,,,5.4,,3.5,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111127.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA43110 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,58.6,0.81,,13.9,,9.65,,,5.0,1.93,0.21,,2.05,4.33,0.4,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,150.0,3.0,,,18.0,5.0,,,,,,,,31.0,396.0,35.0,102.0,1.3,,,,,,,,,,,,,260.0,10.7,,,19.0,,1.45,,,5.5,,3.6,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111128.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, SMALL RIDGE, WITHIN THE EN ECHELON TERMINATION OF THE TROUGH",-20.515,-20.516,170.0083,170.0116,SAQ,-2066.0,-2288.0,s_ANA43112 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,58.85,0.82,,14.03,,9.7,,,4.98,1.95,0.21,,2.17,4.27,0.4,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,153.0,5.0,,,19.0,6.0,,,,,,,,45.0,398.0,37.0,102.0,1.7,,,,,,,,,,,,,264.0,11.25,,,20.0,,1.35,,,5.5,,3.5,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111129.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, EASTERN FLANK OF THE EN ECHELON TERMINATION OF THE TROUGH",-20.565,-20.566,170.0433,170.0466,SAQ,-1923.0,-2054.0,s_ANA4531 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,60.15,0.76,,14.2,,8.79,,,4.73,1.9,0.2,,2.34,4.36,0.41,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,137.0,9.0,,,18.0,8.0,,,,,,,,31.0,382.0,36.0,116.0,1.5,,,,,,,,,,,,,273.0,11.95,,,20.0,,1.45,,,5.3,,3.7,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111134.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, EASTERN FLANK OF THE EN ECHELON TERMINATION OF THE TROUGH",-20.565,-20.566,170.0433,170.0466,SAQ,-1923.0,-2054.0,s_ANA4532 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,60.2,0.76,,14.15,,8.65,,,4.73,1.87,0.19,,2.32,4.54,0.41,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,136.0,9.0,,,18.0,8.0,,,,,,,,32.0,379.0,37.0,115.0,1.6,,,,,,,,,,,,,269.0,12.3,,,21.0,,1.45,,,5.6,,3.8,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111135.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, EASTERN FLANK OF THE EN ECHELON TERMINATION OF THE TROUGH",-20.565,-20.566,170.0433,170.0466,SAQ,-1923.0,-2054.0,s_ANA4533 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,60.4,0.76,,14.15,,8.64,,,4.64,1.88,0.19,,2.31,4.44,0.4,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,136.0,11.0,,,17.0,9.0,,,,,,,,31.0,373.0,37.0,117.0,1.9,,,,,,,,,,,,,274.0,12.45,,,21.0,,1.5,,,5.5,,3.9,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111136.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / NEW HEBRIDES BACK ARC TROUGH / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, EASTERN FLANK OF THE EN ECHELON TERMINATION OF THE TROUGH",-20.565,-20.566,170.0433,170.0466,SAQ,-1923.0,-2054.0,s_ANA4534 [4890],DACITE [4890],,,,,,,,,VOL,,,F,,WR [4890] ,60.1,0.76,,14.05,,8.75,,,4.67,1.86,0.21,,2.32,4.42,0.4,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,138.0,15.0,,,17.0,13.0,,,,,,,,32.0,375.0,37.0,115.0,1.25,,,,,,,,,,,,,272.0,12.8,,,22.0,,1.55,,,5.6,,3.5,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111137.0,
[4890],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / CENTRAL NEW HEBRIDES ARC / CORIOLIS TROUGHS,"CORIOLIS TROUGHS, VOLCANIC CONE (MT YOKOSUKA) TO THE EAST OF THE TROUGH",-20.0433,-20.0466,170.6633,170.6716,SAQ,-1055.0,-1144.0,s_ANA4641 [4890],BASALT [4890],,,,,,,,,VOL,,,F,,WR [4890] ,48.65,0.77,,14.15,,9.62,,,12.5,5.72,0.13,,2.23,2.11,0.45,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,310.0,264.0,,,36.0,76.0,,,,,,,,51.0,665.0,18.0,73.0,1.05,,,,,,,,,,,,,165.0,10.75,,,17.0,,1.25,,,3.2,,1.8,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111138.0,
