CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, WHITE SANDS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR1 [19944],BASALTIC-ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,54.03,0.87,,16.55,,,,9.65,8.1,3.58,0.2,,1.89,3.61,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.06,6052.0,326.24,6.26,,,26.0,12.0,,106.12,16.96,,,,,21.35,599.36,20.02,63.81,0.95,,,,,,,,,,,,0.63,425.45,9.38,21.69,3.11,14.54,3.72,1.22,3.9,0.55,3.77,0.77,2.29,0.34,2.21,0.33,1.9,0.06,,,,,,,,,12.17,,1.37,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1011897.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR4 [19944],BASALTIC-ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,56.66,0.89,,16.05,,,,8.58,6.46,3.12,0.17,,2.94,3.83,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,6302.0,320.18,10.91,,,22.0,13.0,,93.08,16.87,,,,,38.28,548.09,22.81,97.51,1.44,,,,,,,,,,,,0.95,573.69,13.8,30.74,4.21,19.62,4.67,1.38,4.5,0.66,4.25,0.85,2.72,0.39,2.49,0.38,2.89,0.1,,,,,,,,,14.59,,2.23,1.23,,,,,,,,,,,,,,,,,,,,,,,,,1011898.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR5 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,57.64,0.89,,16.15,,,,8.05,5.7,2.37,0.18,,3.43,3.94,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.77,6349.0,227.99,9.25,,,18.0,10.0,,98.62,17.39,,,,,44.14,505.3,27.17,119.03,1.8,,,,,,,,,,,,1.39,653.64,16.6,37.42,5.15,23.24,5.4,1.48,5.4,0.79,5.02,1.06,3.17,0.46,3.07,0.47,3.53,0.11,,,,,,,,,16.05,,2.74,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1011899.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR6 [19944],BASALTIC-ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,53.02,0.75,,14.35,,,,9.08,8.63,7.77,0.18,,2.02,2.99,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.61,5255.0,291.02,360.34,,,36.0,109.0,,80.53,15.26,,,,,24.03,507.47,17.95,67.76,0.95,,,,,,,,,,,,0.73,405.22,9.49,21.47,3.02,13.92,3.55,1.08,3.64,0.51,3.4,0.71,2.05,0.31,2.01,0.3,2.01,0.06,,,,,,,,,9.64,,1.44,0.8,,,,,,,,,,,,,,,,,,,,,,,,,1011900.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR8 [19944],BASALTIC-ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,56.56,0.92,,15.86,,,,8.76,6.25,2.91,0.19,,3.15,3.79,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.85,6381.0,263.73,17.89,,,21.0,17.0,,101.82,17.24,,,,,39.44,521.32,24.98,107.77,1.6,,,,,,,,,,,,1.18,593.49,15.3,34.07,4.75,21.68,5.15,1.39,4.95,0.76,4.71,0.98,2.91,0.45,2.87,0.43,3.17,0.09,,,,,,,,,14.49,,2.44,1.38,,,,,,,,,,,,,,,,,,,,,,,,,1011901.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR7 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,57.68,0.97,,15.36,,,,8.34,5.61,2.7,0.18,,3.54,3.87,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.57,6791.0,287.44,9.9,,,19.0,12.0,,98.72,17.37,,,,,45.21,451.9,26.55,119.21,1.76,,,,,,,,,,,,1.45,648.87,16.54,36.87,5.06,22.98,5.58,1.47,5.27,0.77,4.92,1.02,3.08,0.45,3.03,0.46,3.45,0.1,,,,,,,,,16.41,,2.7,1.53,,,,,,,,,,,,,,,,,,,,,,,,,1011902.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_BR3 [19944],BASALTIC-ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,56.06,0.9,,15.9,,,,9.16,6.56,3.05,0.2,,2.39,4.08,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.04,6371.0,305.24,5.37,,,23.0,5.0,,103.4,17.47,,,,,27.87,611.94,22.73,77.95,1.16,,,,,,,,,,,,0.82,518.03,11.52,25.9,3.72,17.34,4.41,1.32,4.58,0.63,4.22,0.88,2.76,0.39,2.56,0.38,2.43,0.07,,,,,,,,,12.28,,1.75,0.94,,,,,,,,,,,,,,,,,,,,,,,,,1011903.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, WHITE SANDS",-19.52,-19.52,169.42,169.42,SAE,,,s_WS7 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,59.22,0.92,,15.23,,,,7.75,4.54,2.06,0.19,,3.9,4.33,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95,6394.0,181.82,5.93,,,15.0,6.0,,113.9,16.75,,,,,50.52,433.02,29.35,131.56,1.95,,,,,,,,,,,,1.5,712.15,18.19,41.24,5.65,25.37,6.01,1.57,5.66,0.86,5.37,1.08,3.36,0.51,3.33,0.5,3.78,0.12,,,,,,,,,16.16,,3.0,1.69,0.513027,,,0.70357,,,,,,,,,,,,,,0.283149,,,,,,,1011905.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, WHITE SANDS",-19.52,-19.52,169.42,169.42,SAE,,,s_WS5 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,59.65,0.91,,15.35,,,,7.77,4.55,2.09,0.19,,3.92,4.24,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91,6465.0,183.66,9.54,,,15.0,8.0,,111.58,16.84,,,,,52.97,433.35,29.4,131.58,1.98,,,,,,,,,,,,1.63,705.28,18.24,43.34,5.62,25.68,5.98,1.59,5.68,0.84,5.36,1.12,3.4,0.5,3.3,0.5,3.77,0.12,,,,,,,,,17.84,,3.03,1.7,0.513029,,,0.703946,,,,,,,,,,,,,,0.283171,,,,,,,1011906.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, FRIENDLY BUNGALOWS",-19.52,-19.52,169.42,169.42,SAE,,,s_FB3 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,59.55,0.93,,15.37,,,,7.89,4.62,2.07,0.19,,3.81,4.18,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.32,6558.0,191.99,8.61,,,16.0,7.0,,110.23,17.13,,,,,50.17,440.93,29.7,131.35,2.02,,,,,,,,,,,,1.52,700.4,18.38,41.49,5.74,25.98,6.17,1.6,6.04,0.85,5.5,1.08,3.43,0.51,3.39,0.5,3.73,0.12,,,,,,,,,17.63,,3.03,1.69,0.513053,,,0.703548,,,,,,,,,,,,,,0.283247,,,,,,,1011907.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, PORT RESOLUTION",-19.52,-19.52,169.42,169.42,SAE,,,s_TB5 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,59.15,0.9,,15.44,,,,7.93,4.91,2.26,0.19,,3.71,4.2,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47,6563.0,197.94,7.1,,,17.0,8.0,,108.13,16.81,,,,,49.19,469.88,29.29,129.51,1.94,,,,,,,,,,,,1.55,687.08,18.6,39.9,5.45,25.14,6.04,1.61,5.97,0.85,5.43,1.14,3.35,0.5,3.32,0.49,3.79,0.13,,,,,,,,,17.56,,2.99,1.61,0.513041,,,0.70352,,,,,,,,,,,,,,0.283154,,,,,,,1011908.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, PORT RESOLUTION",-19.52,-19.52,169.42,169.42,SAE,,,s_PR1 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,59.97,0.9,,15.32,,,,7.6,4.37,1.96,0.19,,4.0,4.27,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04,6520.0,171.31,7.96,,,15.0,7.0,,106.58,17.46,,,,,54.51,431.92,30.46,137.91,2.07,,,,,,,,,,,,1.71,725.91,19.09,42.66,5.9,26.73,6.24,1.64,6.29,0.88,5.67,1.15,3.54,0.52,3.39,0.52,3.94,0.13,,,,,,,,,18.09,,3.17,1.77,0.513041,,,0.703555,,,,,,,,,,,,,,0.283176,,,,,,,1011909.0,
[19944],CONVERGENT MARGIN,NEW HEBRIDES ARC - VANUATU ARCHIPELAGO / SOUTHERN NEW HEBRIDES ARC / TANNA (=TANUA) / YASUR(=YASOWA),"YENKAHE CALDERA, SE TANNA, WHITE SANDS",-19.52,-19.52,169.42,169.42,SAE,,,s_WS2 [19944],ANDESITE [19944],,,,,,,,,VOL,,,,,WR [19944] ,59.78,0.91,,15.43,,,,7.7,4.52,2.03,0.19,,3.93,4.22,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15,6462.0,179.16,8.48,,,15.0,9.0,,108.71,16.85,,,,,53.08,438.31,29.94,133.06,2.0,,,,,,,,,,,,1.66,705.5,18.45,41.54,5.74,26.14,6.07,1.6,5.93,0.82,5.43,1.15,3.43,0.5,3.42,0.5,3.83,0.12,,,,,,,,,17.66,,3.09,1.7,0.513041,,,0.703595,,,,,,,,,,,,,,0.283184,,,,,,,1011910.0,
