CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[3830],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / SIERRA MADRE OCCIDENTAL / DURANGO,DURANGO CITY AREA,24.25,24.75,-104.5,-105.0,SAE,,,s_7 [3830],ANDESITE [3830],,,,,,,,,VOL,,,,,WR [3830] ,59.1,0.88,,16.5,,2.0,4.27,,6.23,2.74,0.11,,0.95,3.66,0.25,,1.76,0.44,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100533.0,
[3830],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / SIERRA MADRE OCCIDENTAL / DURANGO / CALERAS FORMATION,DURANGO CITY AREA,24.25,24.75,-104.5,-105.0,SAE,,,s_14 [3830],BASALT [3830],,,,,,,,,VOL,,,,,WR [3830] ,54.2,1.5,,16.22,,3.68,5.75,,7.91,5.17,0.15,,1.52,2.89,0.53,,0.7,0.14,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100540.0,
[3830],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / SIERRA MADRE OCCIDENTAL / DURANGO / GUADALUPE FORMATION,DURANGO CITY AREA,24.25,24.75,-104.5,-105.0,SAE,,,s_15 [3830],BASALT [3830],,,,,,,,,VOL,,,,,WR [3830] ,52.4,1.11,,17.25,,4.5,4.95,,8.76,4.87,0.18,,0.92,2.8,0.29,,1.0,0.31,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100541.0,
[3830],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / SIERRA MADRE OCCIDENTAL / DURANGO,DURANGO CITY AREA,24.25,24.75,-104.5,-105.0,SAE,,,s_22 [3830],BASALT [3830],,,,,,,,,VOL,,,,,WR [3830] ,51.6,1.81,,14.82,,2.02,8.65,,8.7,6.89,0.15,,0.67,2.94,0.31,,0.38,0.1,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100546.0,
[19943],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD - JUMENTO,VOLCAN JUMENTO,19.191,19.211,-99.306,-99.313,SAE,,,s_JU 1401 [19943],BASALTIC-ANDESITE [19943],,,,,,,,,VOL,,,,,WR [19943] ,53.81,1.04,,15.85,,,,6.68,7.71,7.18,0.12,,1.48,3.95,0.38,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,12.39,1.37,5.32,,,,,,,,,,,,16.68,,132.15,137.28,,,25.87,37.09,33.18,69.79,17.52,,,,,21.49,716.68,21.55,144.42,6.74,1.04,,,,,,,1.23,0.1,,,0.73,675.92,29.55,65.67,9.23,38.38,7.99,2.07,6.46,0.84,4.23,0.77,2.01,,1.73,0.25,3.51,0.43,1.93,,,,,,,0.12,8.58,,3.73,1.17,,,,,,,,,,,,,,,,,,,,,,,,,1013593.0,
[19943],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD - JUMENTO,VOLCAN JUMENTO,19.191,19.211,-99.306,-99.313,SAE,,,s_JU1402 [19943],BASALTIC-ANDESITE [19943],,,,,,,,,VOL,,,,,WR [19943] ,55.02,0.97,,16.16,,,,6.68,7.39,6.97,0.11,,1.35,4.0,0.31,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,12.13,1.32,6.12,,,,,,,,,,,,16.49,,128.7,127.05,,,24.9,35.46,31.1,66.9,17.65,,,,,20.56,607.94,19.79,134.23,5.49,1.01,,,,,,,0.85,0.09,,,0.7,469.05,22.22,48.33,6.82,28.82,6.17,1.67,5.24,0.71,3.78,0.71,1.88,,1.66,0.25,3.36,0.35,1.88,,,,,,,0.13,6.42,,2.87,0.94,,,,,,,,,,,,,,,,,,,,,,,,,1013594.0,
[19943],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD - JUMENTO,VOLCAN JUMENTO,19.191,19.211,-99.306,-99.313,SAE,,,s_JU1403 [19943],BASALTIC-ANDESITE [19943],,,,,,,,,VOL,,,,,WR [19943] ,54.44,1.07,,16.14,,,,6.81,7.44,7.1,0.12,,1.36,3.95,0.33,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,12.46,1.41,6.45,,,,,,,,,,,,17.82,,134.54,157.92,,,27.02,36.26,36.62,70.32,18.04,,,,,20.96,646.45,21.33,146.92,7.51,1.24,,,,,,,0.98,0.11,,,0.74,557.07,24.43,53.62,7.47,31.37,6.7,1.8,5.66,0.77,4.08,0.76,2.02,,1.81,0.26,3.54,0.47,4.7,,,,,,,0.82,8.67,,3.19,1.04,,,,,,,,,,,,,,,,,,,,,,,,,1013595.0,
[19943],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD - JUMENTO,VOLCAN JUMENTO,19.191,19.211,-99.306,-99.313,SAE,,,s_JU1404 [19943],BASALTIC-ANDESITE [19943],,,,,,,,,VOL,,,,,WR [19943] ,55.23,1.07,,16.05,,,,6.73,7.42,7.13,0.12,,1.4,3.97,0.33,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,12.74,1.41,5.9,,,,,,,,,,,,17.74,,135.65,142.45,,,26.82,36.7,32.84,70.47,18.02,,,,,20.99,642.92,21.4,147.46,7.47,1.06,,,,,,,0.94,0.1,,,0.73,561.52,24.44,53.45,7.5,31.3,6.69,1.8,5.68,0.77,4.08,0.76,2.02,,1.79,0.26,3.54,0.47,2.18,,,,,,,0.13,7.34,,3.15,1.04,,,,,,,,,,,,,,,,,,,,,,,,,1013596.0,
[19943],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD - JUMENTO,VOLCAN JUMENTO,19.191,19.211,-99.306,-99.313,SAE,,,s_JU1407 [19943],BASALTIC-ANDESITE [19943],,,,,,,,,VOL,,,,,WR [19943] ,54.84,1.1,,15.92,,,,6.82,7.63,7.33,0.12,,1.39,3.94,0.36,,,,,,,,,,,,,,,,-0.18,,,,,,,,,,,,,,11.72,1.38,5.78,,,,,,,,,,,,17.5,,135.3,142.11,,,26.94,37.9,33.73,75.53,17.7,,,,,20.38,688.11,21.77,148.83,7.17,1.06,,,,,,,0.92,0.1,,,0.67,622.13,27.08,59.77,8.4,35.09,7.42,1.95,6.11,0.82,4.23,0.78,2.05,,1.79,0.26,3.6,0.44,2.03,,,,,,,0.14,7.82,,3.41,1.08,,,,,,,,,,,,,,,,,,,,,,,,,1013597.0,
[19943],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD - JUMENTO,VOLCAN JUMENTO,19.1911,19.1911,-99.3236,-99.3236,SAE,3503.0,3503.0,s_SM-1304 [19943],BASALTIC-ANDESITE [19943],,,,,,,,,VOL,,,,,WR [19943] ,55.74,1.24,,17.43,,,,6.43,6.33,5.48,0.12,,1.74,4.36,0.35,,,,,,,,,,,,,,,,-0.17,,,,,,,,,,,,,,17.72,1.94,,,,,,,,,,,,,14.86,,113.85,213.16,,,26.43,126.09,30.07,76.16,19.03,,,,,31.52,720.35,24.52,210.39,15.69,2.5,,,,,,,1.2,0.11,,,1.19,592.75,29.29,64.15,8.66,35.37,7.36,2.03,6.1,0.85,4.62,0.87,2.35,,2.14,0.32,4.62,0.96,3.14,,,,,,,0.15,7.56,,4.11,1.46,,,,,,,,,,,,,,,,,,,,,,,,,1013598.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.7103,18.7103,-99.2094,-99.2094,SAE,,,s_AT-1 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,54.62,0.85,,15.74,,,,6.61,8.09,8.16,0.11,,1.33,3.51,0.24,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,18.3,,182.0,443.0,,,37.0,183.0,,80.0,,,,,,29.0,600.0,23.0,151.0,3.0,,,,,,,,,,,,1.1,555.0,17.6,41.6,5.6,21.8,4.7,1.4,3.9,0.65,3.46,0.67,1.9,0.28,1.84,0.27,3.1,0.2,,,,,,,,,8.0,,4.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1014128.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PUEBLO VIEJO,18.5258,18.5258,-99.1958,-99.1958,SAE,836.0,836.0,s_AT-3 [20033],TRACHYBASALT [20033],,,,,,,,,VOL,,,,,WR [20033] ,51.34,1.83,,15.96,,,,8.59,7.73,7.6,0.14,,1.31,3.95,0.59,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,18.0,,141.0,255.0,,,36.0,127.0,,86.0,,,,,,21.0,534.0,29.0,233.0,21.0,,,,,,,,,,,,0.6,377.0,24.6,57.8,7.4,28.6,6.4,2.0,5.7,1.0,5.49,1.07,3.0,0.43,2.74,0.41,5.4,1.4,,,,,,,,,5.0,,3.0,0.7,0.512806,,,0.703713,,18.7761,,15.602,,38.518,,,,,,,,,,,,,,,1014129.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.7125,18.7125,-99.2208,-99.2208,SAE,,,s_AT-4 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,55.58,0.92,,15.52,,,,6.32,8.09,7.63,0.1,,1.32,3.55,0.27,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,17.5,,172.0,418.0,,,41.0,226.0,,84.0,,,,,,29.0,665.0,23.0,174.0,3.0,,,,,,,,,,,,1.1,454.0,19.7,46.3,6.3,24.2,5.1,1.5,4.2,0.7,3.61,0.69,1.98,0.29,1.86,0.27,3.6,0.3,,,,,,,,,5.0,,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1014130.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.6892,18.6892,-99.2336,-99.2336,SAE,1018.0,1018.0,s_AT-7 [20033],TRACHYBASALT [20033],,,,,,,,,VOL,,,,,WR [20033] ,50.54,1.97,,15.53,,,,8.81,8.28,7.76,0.15,,1.36,3.87,0.74,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,18.4,,141.0,206.0,,,35.0,100.0,,101.0,,,,,,23.0,525.0,30.0,258.0,21.0,,,,,,,,,,,,0.8,394.0,28.7,53.6,8.7,33.7,7.4,2.3,6.6,1.16,6.22,1.2,3.34,0.48,3.07,0.47,6.3,1.5,,,,,,,,,7.0,,3.0,0.9,0.512777,,,0.704029,,18.7783,,15.604,,38.525,,,,,,,,,,,,,,,1014131.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.7289,18.7289,-99.2208,-99.2208,SAE,,,s_AT-8 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,53.81,0.96,,16.02,,,,6.65,8.06,8.27,0.11,,1.38,3.67,0.32,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,19.6,,201.0,461.0,,,39.0,186.0,,82.0,,,,,,27.0,719.0,23.0,171.0,3.0,,,,,,,,,,,,1.0,493.0,23.2,54.7,7.3,27.7,5.9,1.7,4.7,0.76,3.89,0.75,2.1,0.3,1.97,0.28,3.5,0.3,,,,,,,,,5.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1014132.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.7464,18.7464,-99.2025,-99.2025,SAE,,,s_AT-9 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,54.2,0.87,,15.89,,,,6.66,8.44,8.05,0.11,,1.32,3.5,0.24,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,19.7,,192.0,440.0,,,41.0,194.0,,81.0,,,,,,28.0,611.0,23.0,148.0,3.0,,,,,,,,,,,,0.9,524.0,18.7,43.9,5.9,23.1,5.1,1.5,4.2,0.69,3.7,0.71,2.07,0.3,1.99,0.29,3.3,0.2,,,,,,,,,5.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1014133.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.6903,18.6903,-99.21,-99.21,SAE,,,s_AT-11 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,54.54,0.98,,16.11,,,,6.65,8.12,7.59,0.11,,1.2,3.67,0.29,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,20.6,,184.0,392.0,,,40.0,175.0,,78.0,,,,,,25.0,718.0,26.0,167.0,4.0,,,,,,,,,,,,1.2,653.0,24.9,57.1,7.8,29.9,6.4,1.9,5.2,0.87,4.63,0.89,2.47,0.35,2.25,0.33,3.8,0.3,,,,,,,,,6.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1014134.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,ATLACHOLOAYA,18.7008,18.7008,-99.1906,-99.1906,SAE,,,s_AT-13 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,55.3,0.96,,15.99,,,,6.35,7.98,7.42,0.1,,1.28,3.63,0.27,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,18.4,,168.0,307.0,,,34.0,144.0,,74.0,,,,,,27.0,698.0,22.0,175.0,4.0,,,,,,,,,,,,1.1,456.0,20.2,47.6,6.4,24.6,5.3,1.5,4.4,0.71,3.78,0.73,2.02,0.3,1.94,0.29,3.7,0.3,,,,,,,,,6.0,,4.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1014135.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PALPAN,18.8306,18.8306,-99.3981,-99.3981,SAE,,,s_FV-A [20033],ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,57.14,1.16,,15.85,,,,6.34,6.63,5.83,0.09,,1.8,4.08,0.37,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,13.6,,122.0,249.0,,,29.0,127.0,,79.0,,,,,,30.0,811.0,23.0,232.0,8.0,,,,,,,,,,,,1.1,589.0,26.9,55.0,8.5,32.3,6.7,1.9,5.1,0.83,4.2,0.79,2.2,0.31,2.02,0.29,4.7,0.6,,,,,,,,,7.0,,4.0,1.4,0.512824,,,0.704359,,18.6947,,15.589,,38.429,,,,,,,,,,,,,,,1014136.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PALPAN,18.8464,18.8464,-99.4175,-99.4175,SAE,,,s_FV-C [20033],ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,58.9,1.37,,15.41,,,,6.39,5.78,4.66,0.09,,2.22,4.05,0.42,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,12.5,,106.0,131.0,,,25.0,75.0,,89.0,,,,,,45.0,644.0,29.0,271.0,13.0,,,,,,,,,,,,1.7,741.0,32.8,57.0,9.3,34.8,7.2,1.9,6.0,0.99,5.15,0.98,2.74,0.39,2.52,0.38,6.2,0.9,,,,,,,,,8.0,,6.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,1014137.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PALPAN,18.8606,18.8606,-99.4308,-99.4308,SAE,,,s_FV-D [20033],ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,58.95,1.37,,15.66,,,,6.4,5.79,4.24,0.1,,2.17,4.17,0.42,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,13.5,,105.0,126.0,,,25.0,86.0,,97.0,,,,,,46.0,649.0,34.0,268.0,13.0,,,,,,,,,,,,1.2,633.0,42.6,63.1,12.0,44.7,9.1,2.5,7.5,1.28,6.73,1.28,3.56,0.51,3.2,0.48,6.0,0.9,,,,,,,,,10.0,,5.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1014138.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PALPAN,18.8411,18.8411,-99.4578,-99.4578,SAE,,,s_PA-03 [20033],ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,57.14,1.13,,16.28,,,,6.15,6.45,5.64,0.1,,2.3,3.76,0.36,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,13.9,,123.0,237.0,,,30.0,115.0,,95.0,,,,,,41.0,728.0,26.0,240.0,9.0,,,,,,,,,,,,1.6,579.0,27.0,48.8,8.1,30.6,6.4,1.8,5.2,0.85,4.37,0.83,2.33,0.34,2.14,0.32,5.1,0.7,,,,,,,,,10.0,,4.0,1.5,0.512818,,,0.704316,,18.6968,,15.592,,38.439,,,,,,,,,,,,,,,1014139.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PALPAN,18.8419,18.8419,-99.4592,-99.4592,SAE,,,s_PA-04 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,54.73,1.28,,16.53,,,,6.9,6.91,7.09,0.11,,1.49,3.82,0.36,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,16.4,,153.0,301.0,,,95.0,254.0,,173.0,,,,,,45.0,580.0,48.0,214.0,18.0,,,,,,,,,,,,1.0,459.0,22.8,53.9,7.0,27.1,6.0,1.7,5.0,0.86,4.55,0.86,2.41,0.35,2.2,0.33,5.0,0.8,,,,,,,,,7.0,,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1014140.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,PALPAN,18.8419,18.8419,-99.4592,-99.4592,SAE,,,s_PA-05 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,55.18,1.28,,15.99,,,,6.92,6.9,7.08,0.11,,1.53,3.87,0.37,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,14.9,,149.0,303.0,,,61.0,195.0,,117.0,,,,,,38.0,545.0,34.0,214.0,17.0,,,,,,,,,,,,1.0,429.0,21.2,49.9,6.5,25.0,5.5,1.6,4.7,0.81,4.26,0.82,2.26,0.32,2.09,0.31,4.7,0.7,,,,,,,,,5.0,,3.0,0.9,0.51279,,,0.7041,,18.7224,,15.597,,38.484,,,,,,,,,,,,,,,1014141.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,JUCHIMILPA,18.7125,18.7125,-99.7092,-99.7092,SAE,1800.0,1800.0,s_JU-01 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,56.02,0.81,,16.01,,,,5.79,7.11,7.81,0.12,,1.66,3.77,0.26,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,14.5,,124.9,297.8,,,28.4,198.0,,65.7,,,,,,27.5,686.6,16.7,121.3,3.8,,,,,,,,,,,,1.1,528.9,19.2,45.6,6.1,24.0,5.1,1.5,4.0,0.6,3.2,0.6,1.6,0.2,1.5,0.2,3.5,0.2,,,,,,,,,6.9,,3.4,1.1,0.51291,,,0.703858,,18.6168,,15.57,,38.306,,,,,,,,,,,,,,,1014142.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,JUCHIMILPA,18.7219,18.7219,-99.7008,-99.7008,SAE,,,s_JU-02 [20033],BASALTIC-ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,56.28,0.85,,15.64,,,,5.97,7.43,7.09,0.09,,1.89,3.77,0.32,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,17.1,,146.4,281.1,,,30.9,200.3,,78.0,,,,,,35.4,867.4,21.2,155.1,4.6,,,,,,,,,,,,1.2,696.2,25.5,60.6,8.2,32.0,6.7,1.9,5.1,0.8,3.9,0.7,1.9,0.3,1.7,0.3,4.2,0.3,,,,,,,,,8.0,,4.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,1014143.0,
[20033],CONVERGENT MARGIN,MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MORELOS / CHICHINAUTZIN VOLCANIC FIELD,CUESCONTEPEC,19.0528,19.0528,-99.6767,-99.6767,SAE,,,s_NT-06 [20033],ANDESITE [20033],,,,,,,,,VOL,,,,,WR [20033] ,61.96,0.73,,17.53,,,,4.59,5.23,3.21,0.08,,1.7,4.25,0.19,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69,,89.49,56.41,,,12.42,7.26,,66.12,,,,,,19.66,668.97,14.66,119.57,4.84,,,,,,,,,,,,0.75,508.65,13.92,32.68,4.04,17.55,3.81,1.3,3.35,0.55,2.83,0.52,1.47,0.21,1.41,0.2,3.55,0.37,,,,,,,,,9.0,,3.26,1.11,0.512875,,,0.703797,,18.563,,15.565,,38.27,,,,,,,,,,,,,,,1014144.0,
