CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,"NEAR SOUTH END OF FLOW, WEST SIDE",41.6745,41.6745,-121.607,-121.607,SAE,,,s_83/18 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,52.4,0.97,,17.7,,,,8.86,9.24,6.15,0.14,,0.72,3.69,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167898.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,WEST EDGE BELOW RAILROAD GRADE,41.69,41.69,-121.632,-121.632,SAE,,,s_83/19 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,55.1,0.9,,17.3,,,,8.01,8.16,5.41,0.13,,1.17,3.73,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167899.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,NW EDGE,41.718,41.718,-121.63,-121.63,SAE,,,s_83/21 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,55.6,0.9,,17.3,,,,7.91,8.06,5.3,0.12,,1.24,3.79,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167900.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,IN NW LOBE,41.718,41.718,-121.63,-121.63,SAE,,,s_83/22 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,56.9,0.84,,16.9,,,,7.43,7.45,4.77,0.12,,1.47,3.66,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167901.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,CENTER OF NW LOBE,41.7185,41.7185,-121.6278,-121.6278,SAE,,,s_83/23A [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,56.0,0.89,,17.2,,,,7.87,7.97,5.18,0.13,,1.27,3.67,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167902.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,NORTH EDGE,41.7348,41.7348,-121.6112,-121.6112,SAE,,,s_83/28 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,57.2,0.9,,16.9,,,,7.51,7.33,4.66,0.13,,1.47,3.89,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167903.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,NORTH EDGE NEAR WHITNEY BUTTE,41.737,41.737,-121.5962,-121.5962,SAE,,,s_83/31 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,57.4,0.94,,16.8,,,,7.48,7.14,4.47,0.15,,1.53,3.87,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167904.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,"OLD RAILROAD GRADE, WEST",41.6903,41.6903,-121.617,-121.617,SAE,,,s_83/33 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,54.7,0.92,,17.4,,,,8.25,8.46,5.56,0.12,,1.06,3.7,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167905.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,"OLD RAILROAD GRADE, JUST NE",41.6903,41.6903,-121.615,-121.615,SAE,,,s_83/34A [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,55.1,0.92,,17.2,,,,8.04,8.14,5.28,0.13,,1.17,3.65,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167906.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,"OLD RAILROAD GRADE, CENTER",41.692,41.692,-121.608,-121.608,SAE,,,s_83/35 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,53.7,0.94,,17.4,,,,8.42,8.74,5.82,0.13,,0.94,3.63,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167907.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / CALLAHAN FLOW,FLOW TO NE BELOW CINDER BUTTE,41.6892,41.6892,-121.5968,-121.5968,SAE,,,s_83/38 [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,53.5,0.96,,17.5,,,,8.65,8.86,5.97,0.15,,0.88,3.4,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167908.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PAINT POT CRATER FLOW,,41.558,41.558,-121.703,-121.703,SAE,,,s_1658M [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,52.5,0.83,,18.3,,,,8.1,9.19,6.8,0.13,,0.68,3.16,0.18,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,120.0,,,36.0,108.0,,79.0,,,0.0,,,19.0,505.0,,112.0,,,,,,,,,,0.0,,,0.79,257.0,9.2,19.7,,11.6,3.12,0.97,,0.512,,,,,1.86,0.279,2.28,0.31,,,,,,,,,,,1.44,0.52,,,,,,,,,,,,,,,,,,,,,,,,,167910.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PAINT POT CRATER FLOW,,41.558,41.558,-121.703,-121.703,SAE,,,s_1659M [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,52.6,0.83,,18.4,,,,8.04,9.13,6.6,0.13,,0.7,3.14,0.19,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,115.0,,,34.0,91.0,,74.0,,,0.0,,,15.0,466.0,,82.0,,,,,,,,,,0.15,,,0.73,242.0,9.0,19.3,,11.9,3.08,0.959,,0.473,,,,,1.89,0.269,2.26,0.31,,,,,,,,,,,1.54,0.63,,,,,,,,,,,,,,,,,,,,,,,,,167911.0,
[5796],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PAINT POT CRATER FLOW,HIGHWAY ROADCUT NEAR SOUTH END,41.525,41.525,-121.707,-121.707,SAE,,,s_1662M [5796],BASALTIC-ANDESITE [5796],,,UPPER [5796],HOLOCENE [5796],,,,,VOL,,,,,WR [5796] ,52.7,0.83,,18.3,,,,8.03,9.16,6.68,0.13,,0.72,3.12,0.18,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167912.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"KULSHAN CALDERA, LAVA DIVIDE, BASAL FLOW PARK CREEK WALL",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-640 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,61.9,,,,,,,,,,,,2.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168396.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"KULSHAN CALDERA, E SHOULDER OF PARK BUTTE, 400 M E OF LOOKOUT CABIN",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-52 [6932],BASALT [6932],,,,,,,,,VOL,,,,,WR [6932] ,50.2,,,,,,,,,,,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168397.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"KULSHAN CALDERA, NW NOSE OF COUGAR DIVIDE",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-225 [6932],DACITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,61.9,,,,,,,,,,,,2.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168398.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"KULSHAN CALDERA, LASIOCARPA RIDGE, S-MOST SPUR, SHOLES/WELLS DIVIDE",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-135 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,58.3,,,,,,,,,,,,1.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168399.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, RANKIN CREEK, BASAL FLOW OF STACK",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-67 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,56.3,,,,,,,,,,,,1.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168400.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, RANKIN CREEK, TOP FLOW OF STACK",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-63 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,55.7,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168401.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, 100 M THICK FLOW, E WALL OF RANKIN LAKES",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-116 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,63.7,,,,,,,,,,,,2.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168402.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, THICK FLOW FLOORING WALLACE CREEK",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-246 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,59.8,,,,,,,,,,,,1.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168403.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, SECOND FLOW, SE WALL WALLACE CREEK",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-603 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,64.7,,,,,,,,,,,,2.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168404.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, FLOW CAPPING CREST OF MARMOT RIDGE",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-249 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,59.55,,,,,,,,,,,,1.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168405.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, SANDY/SULPHUR DIVIDE",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-49 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,58.5,,,,,,,,,,,,1.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168406.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, 350 M THICK FLOW, WALLACE/RANKIN DIVIDE",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-119 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,58.1,,,,,,,,,,,,1.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168407.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, LOW IN HELIOTROPE RIDGE STACK, THUNDER GLACIER",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-238 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,58.7,,,,,,,,,,,,1.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168408.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, HIGH IN HELIOTROPE RIDGE STACK, HOGBACK CAMP",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-16 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,62.1,,,,,,,,,,,,1.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168409.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BLACK BUTTES VOLCANO, W SLOPE SEWARD PEAK",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-110 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,59.5,,,,,,,,,,,,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168410.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"LAVA DIVIDE, BASAL FLOW RAINBOW CREEK WALL",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-615 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,62.8,,,,,,,,,,,,2.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168411.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"LAVA DIVIDE, TOP FLOW OF STACK",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-61 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,60.6,,,,,,,,,,,,1.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168412.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"FOREST DIVIDE, BASAL FLOW DISTALLY",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-22 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,61.1,,,,,,,,,,,,2.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168413.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"FOREST DIVIDE, TOP FLOW PROXIMALLY",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-222 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,57.95,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168414.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BASTILLE RIDGE, BASAL FLOW OF STACK, SMITH BASIN",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-151 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,59.2,,,,,,,,,,,,1.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168415.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BASTILLE RIDGE, NEAR TOP OF STACK ON RIDGE CREST",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-589 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,61.4,,,,,,,,,,,,2.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168416.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,RIM OF NE BENCH OF COUGAR DIVIDE,48.8,48.8,-121.83,-121.83,SAE,,,s_MB-223 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,60.5,,,,,,,,,,,,2.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168417.0,
[6932],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT BAKER,"BAKER PASS, 800 M NNE OF CATHEDRAL CRAG",48.8,48.8,-121.83,-121.83,SAE,,,s_MB-59 [6932],ANDESITE [6932],,,,,,,,,VOL,,,,,WR [6932] ,56.2,,,,,,,,,,,,1.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168418.0,
